NHS England Region,Code,Name,Up to 01-Mar-20,Awaiting verification,Total,date,num_deaths,sum_deaths_rolling_week
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-01,2.0,9.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-02,7.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-03,2.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-04,2.0,19.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-05,4.0,20.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-06,2.0,20.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-07,4.0,23.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-08,3.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-09,6.0,23.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-10,4.0,25.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-11,3.0,26.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-12,11.0,33.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-13,7.0,38.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-14,8.0,42.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-15,3.0,42.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-16,5.0,41.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-17,1.0,38.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-18,5.0,40.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-19,2.0,31.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-20,3.0,27.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-21,2.0,21.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-22,4.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-23,6.0,23.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-24,2.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-25,3.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-26,2.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-27,3.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-28,2.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-29,6.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-04-30,2.0,20.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-01,4.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-02,5.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-03,3.0,25.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-04,2.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-05,2.0,24.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-06,4.0,22.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-07,1.0,21.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-08,2.0,19.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-09,1.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-10,4.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-11,4.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-12,2.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-13,3.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-14,2.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-15,1.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-16,1.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-17,0.0,13.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-18,2.0,11.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-19,3.0,12.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-20,2.0,11.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-21,5.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-22,1.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-23,4.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-24,1.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-25,1.0,17.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-26,1.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-27,3.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-28,3.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-29,3.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-30,3.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-05-31,1.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-01,1.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-02,2.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-03,0.0,13.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-04,4.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-05,2.0,13.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-06,4.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-07,2.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-08,4.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-09,0.0,16.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-10,2.0,18.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-11,1.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-12,2.0,15.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-13,2.0,13.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-14,3.0,14.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-15,0.0,10.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-16,0.0,10.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-17,0.0,8.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-18,1.0,8.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-19,1.0,7.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-20,0.0,5.0
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,229.0,2020-06-21,1.0,3.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-01,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-02,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-03,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-04,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-05,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-06,0.0,
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-07,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-08,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-09,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-10,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-11,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-12,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-13,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-14,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-15,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-16,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-17,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-18,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-19,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-20,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-21,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-22,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-23,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-24,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-25,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-26,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-27,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-28,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-29,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-30,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-03-31,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-01,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-02,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-03,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-04,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-05,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-06,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-07,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-08,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-09,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-10,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-11,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-12,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-13,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-14,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-15,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-16,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-17,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-18,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-19,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-20,1.0,1.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-21,1.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-22,0.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-23,0.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-24,0.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-25,0.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-26,0.0,2.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-27,0.0,1.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-28,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-29,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-04-30,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-01,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-02,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-03,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-04,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-05,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-06,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-07,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-08,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-09,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-10,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-11,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-12,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-13,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-14,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-15,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-16,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-17,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-18,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-19,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-20,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-21,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-22,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-23,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-24,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-25,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-26,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-27,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-28,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-29,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-30,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-05-31,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-01,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-02,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-03,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-04,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-05,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-06,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-07,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-08,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-09,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-10,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-11,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-12,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-13,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-14,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-15,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-16,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-17,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-18,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-19,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-20,0.0,0.0
South East,NT455,BMI Healthcare - Mount Alvernia,0.0,0.0,2.0,2020-06-21,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-01,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-02,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-03,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-04,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-05,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-06,0.0,
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-07,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-08,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-09,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-10,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-11,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-12,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-13,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-14,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-15,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-16,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-17,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-18,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-19,0.0,0.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-20,1.0,1.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-21,0.0,1.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-22,0.0,1.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-23,2.0,3.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-24,2.0,5.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-25,0.0,5.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-26,0.0,5.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-27,0.0,4.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-28,1.0,5.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-29,1.0,6.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-30,0.0,4.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-03-31,2.0,4.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-01,3.0,7.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-02,2.0,9.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-03,7.0,16.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-04,7.0,22.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-05,11.0,32.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-06,5.0,37.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-07,8.0,43.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-08,3.0,43.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-09,4.0,45.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-10,5.0,43.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-11,9.0,45.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-12,7.0,41.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-13,10.0,46.0
North West,RMC,BOLTON NHS FOUNDATION TRUST,0.0,0.0,221.0,2020-04-14,9.0,47.0
